epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
42,578.31,0.68674,0.47279,0.98467,0.93675,0.92906,0.97247,0.74652,0.8773,0.51224,1.19539,0.00183764,0.00183764,0.00183764
43,594.999,0.69359,0.46874,0.99135,0.93298,0.92467,0.97737,0.74449,0.91577,0.55535,1.20976,0.00183368,0.00183368,0.00183368
44,611.38,0.70174,0.47423,1.00725,0.96142,0.91953,0.97561,0.75416,0.87023,0.5128,1.17326,0.00182972,0.00182972,0.00182972
45,628.476,0.67604,0.45726,0.98321,0.94676,0.91865,0.97148,0.74116,0.89272,0.52965,1.21665,0.00182576,0.00182576,0.00182576
46,644.65,0.69125,0.46999,0.98752,0.93947,0.91643,0.96825,0.74799,0.87517,0.52797,1.1653,0.0018218,0.0018218,0.0018218
47,663.916,0.69471,0.46317,0.9966,0.92941,0.92312,0.95594,0.72955,0.88807,0.53605,1.20958,0.00181784,0.00181784,0.00181784
48,683.189,0.70926,0.49091,0.99683,0.91739,0.92251,0.96179,0.71766,0.93615,0.52692,1.19954,0.00181388,0.00181388,0.00181388
49,702.468,0.66912,0.44107,0.9785,0.96192,0.93207,0.9732,0.76021,0.80759,0.49767,1.14324,0.00180992,0.00180992,0.00180992
50,721.639,0.65627,0.46051,0.98623,0.94142,0.86347,0.93625,0.69901,0.9783,0.57471,1.27363,0.00180596,0.00180596,0.00180596
51,740.648,0.67863,0.44549,0.9769,0.94806,0.94299,0.98384,0.76115,0.87688,0.48316,1.20386,0.001802,0.001802,0.001802
52,759.177,0.66792,0.45301,0.97832,0.97668,0.91144,0.97709,0.76293,0.87222,0.4986,1.20444,0.00179804,0.00179804,0.00179804
53,777.651,0.64817,0.43674,0.97009,0.92224,0.91882,0.96916,0.76659,0.82908,0.50414,1.1304,0.00179408,0.00179408,0.00179408
54,796.498,0.64837,0.43501,0.96801,0.97662,0.9247,0.9777,0.75384,0.86963,0.48282,1.19807,0.00179012,0.00179012,0.00179012
55,813.102,0.63912,0.43075,0.97251,0.94826,0.94096,0.97439,0.77918,0.78645,0.50338,1.1412,0.00178616,0.00178616,0.00178616
56,829.899,0.63119,0.42048,0.96353,0.97095,0.89299,0.97063,0.75066,0.84352,0.50185,1.1602,0.0017822,0.0017822,0.0017822
57,843.87,0.63752,0.42295,0.96002,0.95792,0.92397,0.96864,0.76613,0.84717,0.44279,1.19257,0.00177824,0.00177824,0.00177824
58,856.685,0.64645,0.42241,0.96612,0.9268,0.93439,0.97695,0.75574,0.87433,0.51725,1.2094,0.00177428,0.00177428,0.00177428
59,873.32,0.64278,0.43362,0.96206,0.95439,0.89299,0.97136,0.76562,0.78972,0.49056,1.11175,0.00177032,0.00177032,0.00177032
60,889.865,0.62604,0.43633,0.96117,0.94095,0.94078,0.97647,0.7607,0.85473,0.48203,1.14203,0.00176636,0.00176636,0.00176636
61,906.64,0.65768,0.43608,0.98418,0.93986,0.90406,0.9739,0.74117,0.88142,0.52885,1.21663,0.0017624,0.0017624,0.0017624
62,923.263,0.61631,0.41422,0.95371,0.94325,0.93727,0.98236,0.76895,0.81808,0.47031,1.1556,0.00175844,0.00175844,0.00175844
63,939.924,0.63896,0.42237,0.95782,0.94446,0.94127,0.97909,0.77491,0.81373,0.47028,1.13968,0.00175448,0.00175448,0.00175448
64,955.905,0.62313,0.42201,0.96062,0.94752,0.94465,0.97969,0.77364,0.82445,0.47093,1.15475,0.00175052,0.00175052,0.00175052
65,972.322,0.6075,0.40627,0.9546,0.95055,0.93727,0.98028,0.76659,0.82851,0.45366,1.15589,0.00174656,0.00174656,0.00174656
66,987.942,0.61416,0.41359,0.95146,0.94489,0.94893,0.98367,0.78025,0.80758,0.48616,1.12976,0.0017426,0.0017426,0.0017426
67,1004.64,0.6589,0.50168,0.96828,0.91774,0.91513,0.95996,0.75029,0.8743,0.48973,1.17352,0.00173864,0.00173864,0.00173864
68,1021.19,0.61951,0.42493,0.95522,0.92292,0.9262,0.97035,0.73702,0.88201,0.4904,1.15734,0.00173468,0.00173468,0.00173468
69,1038.09,0.61086,0.41597,0.95076,0.94591,0.94834,0.98586,0.77444,0.8129,0.44925,1.134,0.00173072,0.00173072,0.00173072
70,1050.09,0.60751,0.4006,0.94802,0.94397,0.92251,0.97947,0.77006,0.83064,0.50262,1.16735,0.00172676,0.00172676,0.00172676
71,1059.42,0.61262,0.40388,0.96169,0.9361,0.94465,0.98288,0.76292,0.84758,0.4599,1.17759,0.0017228,0.0017228,0.0017228
72,1068.83,0.60998,0.40149,0.95868,0.94458,0.93358,0.97674,0.76531,0.8213,0.49272,1.13171,0.00171884,0.00171884,0.00171884
73,1078.13,0.61176,0.4047,0.95043,0.95169,0.94505,0.98437,0.77776,0.82133,0.46396,1.14771,0.00171488,0.00171488,0.00171488
74,1087.5,0.59938,0.38767,0.95699,0.94834,0.94836,0.98225,0.78166,0.81714,0.45199,1.14852,0.00171092,0.00171092,0.00171092
75,1096.89,0.60005,0.40024,0.9559,0.93966,0.89668,0.95424,0.74772,0.86402,0.51557,1.16643,0.00170696,0.00170696,0.00170696
76,1106.39,0.59852,0.3937,0.94782,0.94103,0.94096,0.98675,0.77293,0.83482,0.46536,1.17457,0.001703,0.001703,0.001703
77,1115.68,0.60702,0.39552,0.96011,0.95731,0.96679,0.98907,0.77247,0.82159,0.43399,1.15632,0.00169904,0.00169904,0.00169904
78,1124.83,0.60249,0.40333,0.94799,0.96985,0.94963,0.98876,0.77184,0.85766,0.45355,1.14787,0.00169508,0.00169508,0.00169508
79,1134.1,0.58603,0.38969,0.94632,0.95479,0.93514,0.9813,0.77878,0.80095,0.4597,1.13533,0.00169112,0.00169112,0.00169112
80,1143.63,0.59747,0.39877,0.95031,0.95515,0.94293,0.98237,0.77398,0.82974,0.47445,1.14835,0.00168716,0.00168716,0.00168716
81,1153.03,0.58102,0.37787,0.94497,0.93768,0.94392,0.98081,0.76628,0.84524,0.45705,1.13713,0.0016832,0.0016832,0.0016832
82,1162.64,0.60482,0.39566,0.94504,0.95819,0.94834,0.98086,0.77232,0.79914,0.46397,1.14583,0.00167924,0.00167924,0.00167924
83,1172.09,0.59374,0.39077,0.95103,0.95487,0.9368,0.97723,0.77551,0.81118,0.46865,1.11432,0.00167528,0.00167528,0.00167528
84,1181.44,0.58051,0.38696,0.93728,0.96607,0.92989,0.9806,0.77716,0.82399,0.43158,1.14274,0.00167132,0.00167132,0.00167132
85,1191.01,0.60179,0.39666,0.96016,0.94568,0.94465,0.97716,0.77521,0.82251,0.45328,1.16232,0.00166736,0.00166736,0.00166736
86,1200.61,0.59093,0.38353,0.94722,0.93848,0.94096,0.97668,0.78049,0.77443,0.45308,1.11956,0.0016634,0.0016634,0.0016634
87,1209.85,0.59323,0.39078,0.93941,0.97189,0.89315,0.98033,0.77687,0.79707,0.44676,1.12916,0.00165944,0.00165944,0.00165944
88,1219.37,0.59502,0.38862,0.95265,0.95663,0.94834,0.98393,0.77512,0.816,0.4484,1.13271,0.00165548,0.00165548,0.00165548
89,1228.72,0.61154,0.40991,0.95827,0.96809,0.94834,0.98652,0.78457,0.80287,0.42382,1.11683,0.00165152,0.00165152,0.00165152
90,1237.98,0.5968,0.39102,0.94878,0.95611,0.9631,0.9781,0.77783,0.80282,0.43796,1.14138,0.00164756,0.00164756,0.00164756
91,1252.69,0.5838,0.37629,0.93576,0.96003,0.97489,0.99173,0.79736,0.78394,0.4053,1.11222,0.0016436,0.0016436,0.0016436
92,1269.19,0.58289,0.38616,0.9468,0.92539,0.96108,0.98374,0.77923,0.79979,0.44776,1.1151,0.00163964,0.00163964,0.00163964
93,1285.9,0.58207,0.38593,0.94721,0.94871,0.97048,0.9868,0.79818,0.76792,0.43366,1.09546,0.00163568,0.00163568,0.00163568
94,1302.75,0.56417,0.37465,0.93804,0.93383,0.9262,0.97314,0.77478,0.80399,0.45986,1.12024,0.00163172,0.00163172,0.00163172
95,1318.87,0.56637,0.36773,0.93496,0.96674,0.96538,0.98657,0.79941,0.7829,0.40566,1.11717,0.00162776,0.00162776,0.00162776
96,1331.19,0.57341,0.37123,0.93646,0.95801,0.94096,0.98524,0.78147,0.80872,0.43257,1.13075,0.0016238,0.0016238,0.0016238
97,1340.31,0.55793,0.3669,0.93278,0.95772,0.95941,0.98848,0.80434,0.76199,0.4076,1.07933,0.00161984,0.00161984,0.00161984
98,1355.61,0.56776,0.3798,0.9349,0.98148,0.93358,0.98476,0.79281,0.77336,0.42488,1.08194,0.00161588,0.00161588,0.00161588
99,1372.26,0.56143,0.36201,0.93308,0.97314,0.93572,0.98246,0.79258,0.78119,0.42773,1.11072,0.00161192,0.00161192,0.00161192
100,1389.07,0.57182,0.37081,0.9374,0.96701,0.93727,0.98124,0.79387,0.75768,0.42035,1.09242,0.00160796,0.00160796,0.00160796
101,1405.94,0.55626,0.35485,0.9275,0.95564,0.95572,0.98687,0.7923,0.81451,0.42208,1.13958,0.001604,0.001604,0.001604
102,1422.78,0.54885,0.36112,0.92145,0.97672,0.92893,0.97599,0.78528,0.77638,0.42809,1.10189,0.00160004,0.00160004,0.00160004
103,1439.26,0.56805,0.37106,0.92772,0.97708,0.94389,0.97879,0.79435,0.77188,0.40214,1.09543,0.00159608,0.00159608,0.00159608
104,1455.7,0.56259,0.36546,0.93173,0.96994,0.94465,0.98488,0.79836,0.75216,0.41494,1.10532,0.00159212,0.00159212,0.00159212
105,1472.36,0.56127,0.36825,0.93672,0.95566,0.94096,0.98293,0.78603,0.7654,0.42792,1.12663,0.00158816,0.00158816,0.00158816
106,1481.42,0.57238,0.3742,0.931,0.98963,0.94096,0.98827,0.78848,0.80349,0.41855,1.12453,0.0015842,0.0015842,0.0015842
107,1489.91,0.55205,0.35363,0.91933,0.97618,0.95203,0.9877,0.80308,0.76822,0.40248,1.10742,0.00158024,0.00158024,0.00158024
108,1498.32,0.55397,0.35959,0.92819,0.98458,0.94244,0.98719,0.79892,0.76882,0.40011,1.11699,0.00157628,0.00157628,0.00157628
109,1506.84,0.55472,0.35902,0.93248,0.97136,0.95203,0.99158,0.81801,0.75081,0.37646,1.08878,0.00157232,0.00157232,0.00157232
110,1515.41,0.55425,0.36427,0.9368,0.95941,0.93727,0.98592,0.80362,0.75598,0.41309,1.09227,0.00156836,0.00156836,0.00156836
111,1524.33,0.55472,0.35084,0.93021,0.95451,0.95572,0.98897,0.79846,0.76493,0.39122,1.096,0.0015644,0.0015644,0.0015644
112,1532.86,0.54793,0.3502,0.91962,0.96661,0.93358,0.98168,0.78088,0.80012,0.44277,1.1138,0.00156044,0.00156044,0.00156044
113,1541.21,0.54228,0.35176,0.92151,0.96644,0.94465,0.98146,0.80047,0.77447,0.40596,1.08811,0.00155648,0.00155648,0.00155648
114,1549.59,0.5675,0.36644,0.93715,0.9503,0.9631,0.98697,0.8129,0.74956,0.39748,1.09137,0.00155252,0.00155252,0.00155252
115,1558.1,0.52683,0.35229,0.9148,0.9462,0.97347,0.9904,0.78038,0.81494,0.4118,1.144,0.00154856,0.00154856,0.00154856
116,1573.85,0.54158,0.35024,0.92376,0.95663,0.95572,0.98088,0.795,0.78847,0.41543,1.09897,0.0015446,0.0015446,0.0015446
117,1586.17,0.56333,0.36176,0.93096,0.97829,0.91882,0.98508,0.78282,0.82781,0.44279,1.09859,0.00154064,0.00154064,0.00154064
118,1594.72,0.5488,0.35548,0.93567,0.98079,0.94096,0.98858,0.80731,0.78317,0.40518,1.11602,0.00153668,0.00153668,0.00153668
119,1603.5,0.5478,0.35072,0.92561,0.97896,0.94465,0.98554,0.80151,0.75554,0.40264,1.10238,0.00153272,0.00153272,0.00153272
120,1617.21,0.53963,0.34719,0.9233,0.98089,0.94719,0.98909,0.79379,0.78972,0.41149,1.13662,0.00152876,0.00152876,0.00152876
121,1630.96,0.55935,0.35936,0.93238,0.98103,0.95397,0.98619,0.79365,0.77337,0.41347,1.12541,0.0015248,0.0015248,0.0015248
122,1640.44,0.53646,0.34589,0.91887,0.99214,0.93152,0.97512,0.78921,0.7777,0.42768,1.12166,0.00152084,0.00152084,0.00152084
123,1649.66,0.53615,0.34422,0.92065,0.96976,0.94673,0.98185,0.80477,0.74932,0.41607,1.1012,0.00151688,0.00151688,0.00151688
124,1658.89,0.54318,0.34325,0.92381,0.98109,0.95709,0.9908,0.80792,0.74767,0.3861,1.09779,0.00151292,0.00151292,0.00151292
125,1668.11,0.56314,0.40959,0.94949,0.98989,0.94834,0.98912,0.81941,0.72985,0.38558,1.05446,0.00150896,0.00150896,0.00150896
126,1677.6,0.53356,0.34903,0.91284,0.96097,0.95941,0.98857,0.79913,0.76411,0.42081,1.09791,0.001505,0.001505,0.001505
127,1687.06,0.51921,0.33902,0.91305,0.98466,0.94738,0.98912,0.81278,0.753,0.38811,1.07818,0.00150104,0.00150104,0.00150104
128,1696.62,0.53121,0.34202,0.91963,0.95759,0.97048,0.98697,0.7986,0.78642,0.40569,1.12217,0.00149708,0.00149708,0.00149708
129,1710.77,0.54084,0.35797,0.92469,0.94361,0.93727,0.97435,0.76538,0.82042,0.46855,1.15375,0.00149312,0.00149312,0.00149312
130,1723.57,0.52546,0.33358,0.9144,0.96167,0.97048,0.99033,0.80995,0.74321,0.37679,1.08001,0.00148916,0.00148916,0.00148916
131,1732.18,0.53004,0.33915,0.91653,0.95298,0.9631,0.98592,0.81655,0.73849,0.38443,1.06408,0.0014852,0.0014852,0.0014852
132,1741.64,0.54098,0.35556,0.92893,0.97757,0.96514,0.99154,0.80618,0.747,0.37671,1.06139,0.00148124,0.00148124,0.00148124
133,1750.88,0.53468,0.35474,0.92246,0.97264,0.9631,0.98858,0.80271,0.77458,0.38447,1.08375,0.00147728,0.00147728,0.00147728
134,1760.18,0.53177,0.34945,0.91594,0.954,0.97417,0.98391,0.80771,0.74673,0.38381,1.08181,0.00147332,0.00147332,0.00147332
135,1775.67,0.55942,0.37545,0.93381,0.97232,0.95203,0.98351,0.79871,0.78857,0.4002,1.10426,0.00146936,0.00146936,0.00146936
136,1787.75,0.52298,0.33906,0.91835,0.96292,0.95839,0.98729,0.81701,0.72755,0.39284,1.06921,0.0014654,0.0014654,0.0014654
137,1801.97,0.51306,0.33751,0.90294,0.95812,0.95941,0.98612,0.81621,0.74411,0.39844,1.06116,0.00146144,0.00146144,0.00146144
138,1816.62,0.50105,0.32488,0.90813,0.98041,0.92328,0.98676,0.81726,0.74535,0.3856,1.06945,0.00145748,0.00145748,0.00145748
139,1825.34,0.51795,0.32963,0.91194,0.95118,0.95941,0.98685,0.81094,0.74366,0.39453,1.06553,0.00145352,0.00145352,0.00145352
140,1834,0.51511,0.33175,0.91137,0.98514,0.94834,0.98648,0.82337,0.71431,0.37752,1.07134,0.00144956,0.00144956,0.00144956
141,1842.89,0.52536,0.3335,0.92288,0.95569,0.95507,0.98821,0.81336,0.76117,0.39376,1.10387,0.0014456,0.0014456,0.0014456
142,1851.54,0.52236,0.33617,0.90701,0.94909,0.96301,0.98705,0.80303,0.77552,0.40378,1.09286,0.00144164,0.00144164,0.00144164
143,1860.3,0.51072,0.32807,0.90493,0.97751,0.96246,0.9919,0.80981,0.73223,0.3688,1.07459,0.00143768,0.00143768,0.00143768
144,1869,0.50114,0.32178,0.91285,0.97046,0.96975,0.98692,0.81299,0.72814,0.3668,1.08641,0.00143372,0.00143372,0.00143372
145,1881.1,0.51966,0.33737,0.91897,0.96152,0.9631,0.98675,0.81312,0.7511,0.38914,1.07842,0.00142976,0.00142976,0.00142976
146,1897.69,0.50654,0.33762,0.90886,0.97521,0.92989,0.9791,0.80387,0.74678,0.41086,1.07523,0.0014258,0.0014258,0.0014258
147,1914.21,0.54591,0.33707,0.94287,0.98475,0.95337,0.98618,0.81252,0.73768,0.36533,1.07708,0.00142184,0.00142184,0.00142184
148,1929.28,0.50176,0.32371,0.90807,0.97954,0.94834,0.98793,0.8057,0.74078,0.38556,1.07042,0.00141788,0.00141788,0.00141788
149,1938.69,0.50059,0.32604,0.90681,0.94421,0.96679,0.98413,0.80426,0.75092,0.38278,1.08841,0.00141392,0.00141392,0.00141392
150,1947.96,0.51268,0.33302,0.90479,0.96443,0.94096,0.98161,0.7881,0.77181,0.39368,1.09668,0.00140996,0.00140996,0.00140996
151,1957.39,0.51147,0.32652,0.90967,0.98227,0.94834,0.98529,0.81317,0.73195,0.38835,1.07817,0.001406,0.001406,0.001406
152,1966.38,0.5147,0.34119,0.91917,0.94195,0.95796,0.97995,0.78159,0.81885,0.41028,1.15502,0.00140204,0.00140204,0.00140204
153,1975.53,0.5043,0.32047,0.90544,0.96001,0.97449,0.98937,0.81679,0.75717,0.37291,1.10972,0.00139808,0.00139808,0.00139808
154,1985,0.49844,0.32408,0.90379,0.98045,0.92553,0.9835,0.80805,0.77074,0.39041,1.08111,0.00139412,0.00139412,0.00139412
155,1994.45,0.50622,0.32966,0.91735,0.98537,0.95572,0.98715,0.81122,0.74194,0.35488,1.06165,0.00139016,0.00139016,0.00139016
156,2003.93,0.51936,0.32888,0.91163,0.98568,0.9631,0.99252,0.81234,0.74246,0.35739,1.06964,0.0013862,0.0013862,0.0013862
157,2013.75,0.50447,0.32297,0.90624,0.97778,0.95572,0.98597,0.80736,0.74211,0.37599,1.05931,0.00138224,0.00138224,0.00138224
158,2023.2,0.48943,0.31616,0.90022,0.97741,0.95812,0.97794,0.80364,0.75456,0.39624,1.0897,0.00137828,0.00137828,0.00137828
159,2032.58,0.49314,0.31054,0.90082,0.94852,0.95189,0.98737,0.81717,0.75044,0.38017,1.09627,0.00137432,0.00137432,0.00137432
160,2042.09,0.4983,0.3154,0.90245,0.9846,0.95572,0.98402,0.81258,0.73813,0.37611,1.06956,0.00137036,0.00137036,0.00137036
161,2051.86,0.48862,0.31064,0.89672,0.95989,0.97141,0.98961,0.81499,0.73905,0.37651,1.08106,0.0013664,0.0013664,0.0013664
162,2061.78,0.50934,0.32134,0.90746,0.95647,0.97307,0.99131,0.81464,0.73159,0.37076,1.08641,0.00136244,0.00136244,0.00136244
163,2071.19,0.49557,0.3138,0.89743,0.96265,0.9512,0.98914,0.8094,0.75294,0.37781,1.10029,0.00135848,0.00135848,0.00135848
164,2080.46,0.49391,0.32334,0.90121,0.94202,0.95917,0.98266,0.80087,0.77428,0.40024,1.08314,0.00135452,0.00135452,0.00135452
165,2089.95,0.50079,0.31832,0.90269,0.98036,0.92083,0.98166,0.79916,0.79004,0.40173,1.08055,0.00135056,0.00135056,0.00135056
